"gene_id"	"chromosome"	"geneStart"
"ENSG00000104835.10"	"chr19"	39405906
"ENSG00000104848.1"	"chr19"	49570675
"ENSG00000104852.10"	"chr19"	49588676
"ENSG00000104853.11"	"chr19"	45457842
"ENSG00000104856.9"	"chr19"	45504688
"ENSG00000104859.10"	"chr19"	45542298
"ENSG00000104863.7"	"chr19"	49617581
"ENSG00000104866.6"	"chr19"	45594654
"ENSG00000104870.8"	"chr19"	50010073
"ENSG00000104872.6"	"chr19"	49949555
"ENSG00000104879.4"	"chr19"	45809672
"ENSG00000104880.13"	"chr19"	7459999
"ENSG00000104881.10"	"chr19"	45882892
"ENSG00000104883.3"	"chr19"	7541761
"ENSG00000104884.10"	"chr19"	45853095
"ENSG00000104885.13"	"chr19"	2164148
"ENSG00000104886.5"	"chr19"	2230002
"ENSG00000104888.5"	"chr19"	49932658
"ENSG00000104889.4"	"chr19"	12917394
"ENSG00000104892.12"	"chr19"	45836692
"ENSG00000104894.7"	"chr19"	49838428
"ENSG00000104897.5"	"chr19"	2236520
"ENSG00000104899.4"	"chr19"	2249308
"ENSG00000104901.2"	"chr19"	49865040
"ENSG00000104903.4"	"chr19"	13209847
"ENSG00000104904.8"	"chr19"	2269485
"ENSG00000104907.8"	"chr19"	13215716
"ENSG00000104915.10"	"chr19"	13254872
"ENSG00000104918.4"	"chr19"	7733930
"ENSG00000104921.10"	"chr19"	7753644
"ENSG00000104936.13"	"chr19"	46272975
"ENSG00000104938.12"	"chr19"	7828035
"ENSG00000104941.3"	"chr19"	46298968
"ENSG00000104946.6"	"chr19"	50380682
"ENSG00000104951.11"	"chr19"	50392911
"ENSG00000104953.14"	"chr19"	2977444
"ENSG00000104957.9"	"chr19"	13842574
"ENSG00000104960.11"	"chr19"	50353992
"ENSG00000104964.10"	"chr19"	3052908
"ENSG00000104967.6"	"chr19"	46436992
"ENSG00000104969.5"	"chr19"	2754712
"ENSG00000104970.6"	"chr19"	55043909
"ENSG00000104972.10"	"chr19"	55085346
"ENSG00000104973.10"	"chr19"	50321539
"ENSG00000104974.6"	"chr19"	55105047
"ENSG00000104976.7"	"chr19"	7985201
"ENSG00000104979.4"	"chr19"	13884982
"ENSG00000104980.3"	"chr19"	7991603
"ENSG00000104983.4"	"chr19"	46498339
"ENSG00000104998.2"	"chr19"	14142560
"ENSG00000105011.4"	"chr19"	14230321
"ENSG00000105048.12"	"chr19"	55644162
"ENSG00000105053.6"	"chr19"	50479724
"ENSG00000105058.7"	"chr19"	16296191
"ENSG00000105063.14"	"chr19"	55741148
"ENSG00000105072.4"	"chr19"	16607122
"ENSG00000105085.6"	"chr19"	16685718
"ENSG00000105088.4"	"chr19"	9964394
"ENSG00000105122.8"	"chr19"	15562435
"ENSG00000105127.4"	"chr19"	15464196
"ENSG00000105131.3"	"chr19"	15337730
"ENSG00000105135.11"	"chr19"	15225795
"ENSG00000105136.15"	"chr19"	57999079
"ENSG00000105137.8"	"chr19"	15218214
"ENSG00000105141.4"	"chr19"	15160195
"ENSG00000105143.8"	"chr19"	15060846
"ENSG00000105146.8"	"chr19"	57742377
"ENSG00000105171.5"	"chr19"	30094924
"ENSG00000105173.9"	"chr19"	30302805
"ENSG00000105176.13"	"chr19"	30414551
"ENSG00000105185.7"	"chr19"	33071974
"ENSG00000105186.10"	"chr19"	33087913
"ENSG00000105193.4"	"chr19"	39923847
"ENSG00000105197.6"	"chr19"	39971052
"ENSG00000105198.6"	"chr19"	40093164
"ENSG00000105202.3"	"chr19"	40325098
"ENSG00000105204.9"	"chr19"	40315990
"ENSG00000105205.6"	"chr19"	40221890
"ENSG00000105219.4"	"chr19"	40728115
"ENSG00000105220.10"	"chr19"	34850385
"ENSG00000105221.12"	"chr19"	40736224
"ENSG00000105223.14"	"chr19"	40854363
"ENSG00000105227.10"	"chr19"	40899675
"ENSG00000105229.2"	"chr19"	4007644
"ENSG00000105245.5"	"chr19"	41172596
"ENSG00000105246.5"	"chr19"	4229495
"ENSG00000105248.11"	"chr19"	4247076
"ENSG00000105251.6"	"chr19"	4278598
"ENSG00000105254.7"	"chr19"	36605191
"ENSG00000105255.6"	"chr19"	4304597
"ENSG00000105258.4"	"chr19"	36604612
"ENSG00000105261.5"	"chr19"	36602104
"ENSG00000105270.10"	"chr19"	36505562
"ENSG00000105278.6"	"chr19"	3804022
"ENSG00000105281.8"	"chr19"	47278140
"ENSG00000105287.8"	"chr19"	47177532
"ENSG00000105289.10"	"chr19"	3708107
"ENSG00000105290.7"	"chr19"	36358801
"ENSG00000105298.9"	"chr19"	3610639
"ENSG00000105321.8"	"chr19"	47759237
"ENSG00000105323.12"	"chr19"	41768401
"ENSG00000105325.9"	"chr19"	3506271
"ENSG00000105327.11"	"chr19"	47724081
"ENSG00000105329.5"	"chr19"	41807492
"ENSG00000105339.6"	"chr8"	142127377
"ENSG00000105341.14"	"chr19"	41937223
"ENSG00000105352.6"	"chr19"	42125344
"ENSG00000105355.4"	"chr19"	4838353
"ENSG00000105357.11"	"chr19"	50691443
"ENSG00000105364.9"	"chr19"	10362577
"ENSG00000105366.11"	"chr19"	51954101
"ENSG00000105369.5"	"chr19"	42381190
"ENSG00000105370.3"	"chr19"	51883163
"ENSG00000105371.8"	"chr19"	10397643
"ENSG00000105372.2"	"chr19"	42363988
"ENSG00000105373.14"	"chr19"	48248779
"ENSG00000105374.5"	"chr19"	51874860
"ENSG00000105376.4"	"chr19"	10400657
"ENSG00000105379.5"	"chr19"	51848423
"ENSG00000105383.10"	"chr19"	51728320
"ENSG00000105388.10"	"chr19"	42212504
"ENSG00000105392.11"	"chr19"	48322703
"ENSG00000105393.11"	"chr19"	17378159
"ENSG00000105397.9"	"chr19"	10461209
"ENSG00000105398.3"	"chr19"	48373723
"ENSG00000105401.2"	"chr19"	10501810
"ENSG00000105402.3"	"chr19"	47990894
"ENSG00000105404.6"	"chr19"	42460833
"ENSG00000105409.11"	"chr19"	42470734
"ENSG00000105419.13"	"chr19"	47906381
"ENSG00000105426.10"	"chr19"	5158506
"ENSG00000105427.5"	"chr19"	42891171
"ENSG00000105428.4"	"chr19"	5455426
"ENSG00000105429.8"	"chr19"	42829761
"ENSG00000105438.4"	"chr19"	48885827
"ENSG00000105443.9"	"chr19"	48972289
"ENSG00000105447.8"	"chr19"	48949030
"ENSG00000105464.3"	"chr19"	48898132
"ENSG00000105467.4"	"chr19"	48867652
"ENSG00000105472.8"	"chr19"	51226586
"ENSG00000105479.11"	"chr19"	48799714
"ENSG00000105483.12"	"chr19"	48684027
"ENSG00000105486.9"	"chr19"	48618702
"ENSG00000105492.11"	"chr19"	52022779
"ENSG00000105497.3"	"chr19"	52074551
"ENSG00000105499.9"	"chr19"	48551100
"ENSG00000105501.7"	"chr19"	52114781
"ENSG00000105507.2"	"chr19"	48533210
"ENSG00000105509.6"	"chr19"	52216365
"ENSG00000105514.3"	"chr19"	11432722
"ENSG00000105516.6"	"chr19"	49133287
"ENSG00000105518.9"	"chr19"	11453452
"ENSG00000105519.8"	"chr19"	5911718
"ENSG00000105520.6"	"chr19"	11466062
"ENSG00000105523.3"	"chr19"	49104067
"ENSG00000105538.4"	"chr19"	49223844
"ENSG00000105550.4"	"chr19"	49258816
"ENSG00000105552.10"	"chr19"	49298319
"ENSG00000105559.7"	"chr19"	49340354
"ENSG00000105568.13"	"chr19"	52693292
"ENSG00000105576.11"	"chr19"	12810008
"ENSG00000105583.5"	"chr19"	12778885
"ENSG00000105605.3"	"chr19"	54412589
"ENSG00000105607.8"	"chr19"	13001840
"ENSG00000105609.12"	"chr19"	54754263
"ENSG00000105610.4"	"chr19"	12995237
"ENSG00000105612.4"	"chr19"	12986025
"ENSG00000105613.5"	"chr19"	12944765
"ENSG00000105617.3"	"chr19"	54658899
"ENSG00000105618.9"	"chr19"	54618837
"ENSG00000105619.9"	"chr19"	54610320
"ENSG00000105639.14"	"chr19"	17935589
"ENSG00000105640.8"	"chr19"	17970685
"ENSG00000105641.3"	"chr19"	17982782
"ENSG00000105642.11"	"chr19"	18062102
"ENSG00000105643.5"	"chr19"	18111941
"ENSG00000105647.10"	"chr19"	18263928
"ENSG00000105649.5"	"chr19"	18307594
"ENSG00000105650.17"	"chr19"	18318771
"ENSG00000105655.14"	"chr19"	18545198
"ENSG00000105656.8"	"chr19"	18553473
"ENSG00000105662.11"	"chr19"	18794487
"ENSG00000105664.6"	"chr19"	18893583
"ENSG00000105668.3"	"chr19"	36157715
"ENSG00000105669.8"	"chr19"	19010323
"ENSG00000105671.7"	"chr19"	19030484
"ENSG00000105672.10"	"chr19"	36132647
"ENSG00000105675.4"	"chr19"	36040945
"ENSG00000105676.9"	"chr19"	19144384
"ENSG00000105677.7"	"chr19"	36036497
"ENSG00000105679.4"	"chr19"	36024314
"ENSG00000105695.10"	"chr19"	35783028
"ENSG00000105696.4"	"chr19"	18718240
"ENSG00000105697.3"	"chr19"	35771619
"ENSG00000105698.11"	"chr19"	35759881
"ENSG00000105699.12"	"chr19"	35739233
"ENSG00000105700.6"	"chr19"	18668572
"ENSG00000105701.11"	"chr19"	18642561
"ENSG00000105705.11"	"chr19"	19386827
"ENSG00000105707.9"	"chr19"	35531410
"ENSG00000105708.8"	"chr19"	19821280
"ENSG00000105711.6"	"chr19"	35521588
"ENSG00000105717.9"	"chr19"	19672522
"ENSG00000105722.5"	"chr19"	42751724
"ENSG00000105723.7"	"chr19"	42734338
"ENSG00000105726.12"	"chr19"	19756007
"ENSG00000105732.9"	"chr19"	42572629
"ENSG00000105737.5"	"chr19"	42502473
"ENSG00000105738.6"	"chr19"	38397868
"ENSG00000105750.10"	"chr19"	21106028
"ENSG00000105755.3"	"chr19"	44010871
"ENSG00000105767.2"	"chr19"	44126520
"ENSG00000105771.9"	"chr19"	44235301
"ENSG00000105778.13"	"chr7"	32535038
"ENSG00000105784.11"	"chr7"	87256864
"ENSG00000105792.15"	"chr7"	89874488
"ENSG00000105793.11"	"chr7"	89964537
"ENSG00000105808.13"	"chr7"	102220093
"ENSG00000105810.5"	"chr7"	92234235
"ENSG00000105819.9"	"chr7"	102937869
"ENSG00000105821.10"	"chr7"	102952921
"ENSG00000105825.7"	"chr7"	93514709
"ENSG00000105829.7"	"chr7"	93592074
"ENSG00000105835.7"	"chr7"	105888731
"ENSG00000105849.5"	"chr7"	19735085
"ENSG00000105851.6"	"chr7"	106505723
"ENSG00000105852.6"	"chr7"	94989256
"ENSG00000105854.8"	"chr7"	95034175
"ENSG00000105855.5"	"chr7"	20370325
"ENSG00000105856.9"	"chr7"	106809406
"ENSG00000105865.6"	"chr7"	107203929
"ENSG00000105866.9"	"chr7"	21467652
"ENSG00000105875.9"	"chr7"	134868590
"ENSG00000105877.13"	"chr7"	21582833
"ENSG00000105879.7"	"chr7"	107384142
"ENSG00000105880.4"	"chr7"	96649704
"ENSG00000105887.10"	"chr7"	135611509
"ENSG00000105889.10"	"chr7"	22459063
"ENSG00000105894.7"	"chr7"	136912088
"ENSG00000105926.11"	"chr7"	24612887
"ENSG00000105928.9"	"chr7"	24737972
"ENSG00000105929.11"	"chr7"	138391040
"ENSG00000105939.8"	"chr7"	138728266
"ENSG00000105948.9"	"chr7"	138818490
"ENSG00000105953.10"	"chr7"	44646171
"ENSG00000105954.2"	"chr7"	25264189
"ENSG00000105967.11"	"chr7"	115575202
"ENSG00000105968.14"	"chr7"	44866390
"ENSG00000105971.10"	"chr7"	115927434
"ENSG00000105974.7"	"chr7"	116164839
"ENSG00000105976.10"	"chr7"	116312444
"ENSG00000105982.12"	"chr7"	156432975
"ENSG00000105983.15"	"chr7"	156461646
"ENSG00000105989.4"	"chr7"	116916685
"ENSG00000105991.7"	"chr7"	27132612
"ENSG00000105993.10"	"chr7"	157128075
"ENSG00000105996.5"	"chr7"	27139721
"ENSG00000105997.18"	"chr7"	27145803
"ENSG00000106003.8"	"chr7"	2552163
"ENSG00000106004.4"	"chr7"	27180671
"ENSG00000106006.6"	"chr7"	27185015
"ENSG00000106009.11"	"chr7"	2577511
"ENSG00000106012.13"	"chr7"	2598632
"ENSG00000106013.8"	"chr7"	117854727
"ENSG00000106018.9"	"chr7"	158820866
"ENSG00000106025.4"	"chr7"	120427376
"ENSG00000106028.6"	"chr7"	141438121
"ENSG00000106031.6"	"chr7"	27233122
"ENSG00000106034.13"	"chr7"	120628731
"ENSG00000106038.8"	"chr7"	27282164
"ENSG00000106049.4"	"chr7"	27565061
"ENSG00000106052.9"	"chr7"	27778950
"ENSG00000106066.9"	"chr7"	29034847
"ENSG00000106069.16"	"chr7"	29161890
"ENSG00000106070.13"	"chr7"	50657760
"ENSG00000106077.14"	"chr7"	73150424
"ENSG00000106078.13"	"chr7"	51083909
"ENSG00000106080.6"	"chr7"	30050203
"ENSG00000106086.14"	"chr7"	30067020
"ENSG00000106089.7"	"chr7"	73113536
"ENSG00000106100.6"	"chr7"	30464143
"ENSG00000106105.9"	"chr7"	30634297
"ENSG00000106113.14"	"chr7"	30692200
"ENSG00000106123.7"	"chr7"	142552792
"ENSG00000106125.14"	"chr7"	30811033
"ENSG00000106128.14"	"chr7"	30978284
"ENSG00000106144.15"	"chr7"	142985308
"ENSG00000106153.12"	"chr7"	56169262
"ENSG00000106178.2"	"chr7"	75440983
"ENSG00000106211.8"	"chr7"	75931861
"ENSG00000106236.3"	"chr7"	98246609
"ENSG00000106244.8"	"chr7"	98989671
"ENSG00000106245.5"	"chr7"	99006264
"ENSG00000106246.13"	"chr7"	99014362
"ENSG00000106258.9"	"chr7"	99245817
"ENSG00000106261.12"	"chr7"	99613204
"ENSG00000106263.13"	"chr7"	2393721
"ENSG00000106266.4"	"chr7"	2291405
"ENSG00000106268.11"	"chr7"	2281857
"ENSG00000106278.7"	"chr7"	121513143
"ENSG00000106290.10"	"chr7"	99704693
"ENSG00000106299.7"	"chr7"	123321989
"ENSG00000106302.5"	"chr7"	123469037
"ENSG00000106304.11"	"chr7"	123565286
"ENSG00000106305.5"	"chr7"	6048876
"ENSG00000106327.8"	"chr7"	100218039
"ENSG00000106328.8"	"chr7"	127231463
"ENSG00000106330.7"	"chr7"	100209725
"ENSG00000106331.10"	"chr7"	127250346
"ENSG00000106333.8"	"chr7"	100199800
"ENSG00000106336.8"	"chr7"	100181605
"ENSG00000106341.6"	"chr7"	31726329
"ENSG00000106344.4"	"chr7"	127937738
"ENSG00000106346.7"	"chr7"	6144515
"ENSG00000106348.12"	"chr7"	128032331
"ENSG00000106351.8"	"chr7"	100136834
"ENSG00000106355.5"	"chr7"	32524951
"ENSG00000106366.7"	"chr7"	100770370
"ENSG00000106367.9"	"chr7"	100797678
"ENSG00000106384.6"	"chr7"	100838288
"ENSG00000106392.6"	"chr7"	7196565
"ENSG00000106397.7"	"chr7"	100849258
"ENSG00000106399.7"	"chr7"	7676149
"ENSG00000106400.7"	"chr7"	100860949
"ENSG00000106404.9"	"chr7"	100875373
"ENSG00000106410.10"	"chr7"	144094333
"ENSG00000106415.8"	"chr7"	8008425
"ENSG00000106436.4"	"chr7"	101256605
"ENSG00000106443.10"	"chr7"	11013499
"ENSG00000106459.10"	"chr7"	129251555
"ENSG00000106460.14"	"chr7"	12250867
"ENSG00000106462.6"	"chr7"	148504475
"ENSG00000106477.14"	"chr7"	130033612
"ENSG00000106479.6"	"chr7"	149535456
"ENSG00000106483.7"	"chr7"	37945543
"ENSG00000106484.10"	"chr7"	130126012
"ENSG00000106511.5"	"chr7"	15650837
"ENSG00000106524.4"	"chr7"	16639401
"ENSG00000106526.6"	"chr7"	149941005
"ENSG00000106536.15"	"chr7"	39017598
"ENSG00000106537.7"	"chr7"	16793160
"ENSG00000106538.5"	"chr7"	150035408
"ENSG00000106541.7"	"chr7"	16831435
"ENSG00000106546.8"	"chr7"	17338246
"ENSG00000106554.7"	"chr7"	132469629
"ENSG00000106560.6"	"chr7"	150382785
"ENSG00000106565.13"	"chr7"	150488373
"ENSG00000106571.8"	"chr7"	42000548
"ENSG00000106588.6"	"chr7"	42948872
"ENSG00000106591.3"	"chr7"	42971799
"ENSG00000106603.13"	"chr7"	43648055
"ENSG00000106605.6"	"chr7"	43798279
"ENSG00000106608.12"	"chr7"	43915493
"ENSG00000106609.12"	"chr7"	66386212
"ENSG00000106615.5"	"chr7"	151163098
"ENSG00000106617.9"	"chr7"	151253197
"ENSG00000106624.4"	"chr7"	44143960
"ENSG00000106628.6"	"chr7"	44154286
"ENSG00000106631.4"	"chr7"	44178463
"ENSG00000106633.11"	"chr7"	44183872
"ENSG00000106635.3"	"chr7"	72950686
"ENSG00000106636.3"	"chr7"	44240567
"ENSG00000106638.11"	"chr7"	72983262
"ENSG00000106648.9"	"chr7"	151653464
"ENSG00000106665.11"	"chr7"	73703805
"ENSG00000106682.10"	"chr7"	73588575
"ENSG00000106683.10"	"chr7"	73497263
"ENSG00000106686.12"	"chr9"	4553386
"ENSG00000106688.7"	"chr9"	4490444
"ENSG00000106689.6"	"chr9"	126763949
"ENSG00000106692.9"	"chr9"	108320411
"ENSG00000106701.7"	"chr9"	108210077
"ENSG00000106714.13"	"chr9"	39072764
"ENSG00000106723.12"	"chr9"	91003334
"ENSG00000106733.16"	"chr9"	77675489
"ENSG00000106771.8"	"chr9"	111777432
"ENSG00000106772.13"	"chr9"	79226292
"ENSG00000106780.7"	"chr9"	123363091
"ENSG00000106785.10"	"chr9"	100831557
"ENSG00000106789.8"	"chr9"	100883257
"ENSG00000106799.8"	"chr9"	101866320
"ENSG00000106803.5"	"chr9"	101984346
"ENSG00000106804.6"	"chr9"	123714616
"ENSG00000106809.6"	"chr9"	95146249
"ENSG00000106819.7"	"chr9"	95218487
"ENSG00000106823.8"	"chr9"	95256365
"ENSG00000106829.14"	"chr9"	82186688
"ENSG00000106852.11"	"chr9"	124964856
"ENSG00000106853.12"	"chr9"	114312002
"ENSG00000106868.12"	"chr9"	114803065
"ENSG00000106927.7"	"chr9"	116822407
"ENSG00000106948.12"	"chr9"	117096436
"ENSG00000106952.3"	"chr9"	117656003
"ENSG00000106976.14"	"chr9"	130965658
"ENSG00000106991.9"	"chr9"	130577291
"ENSG00000106992.13"	"chr9"	130628759
"ENSG00000106993.7"	"chr9"	4679559
"ENSG00000107014.7"	"chr9"	5299868
"ENSG00000107018.6"	"chr9"	5334969
"ENSG00000107020.5"	"chr9"	5357973
"ENSG00000107021.11"	"chr9"	131549483
"ENSG00000107036.7"	"chr9"	5629025
"ENSG00000107077.13"	"chr9"	6720863
"ENSG00000107105.10"	"chr9"	23690102
"ENSG00000107130.6"	"chr9"	132934857
"ENSG00000107140.11"	"chr9"	35605367
"ENSG00000107147.7"	"chr9"	138594031
"ENSG00000107159.8"	"chr9"	35673853
"ENSG00000107164.15"	"chr9"	133454352
"ENSG00000107165.8"	"chr9"	12685439
"ENSG00000107175.6"	"chr9"	35732332
"ENSG00000107185.8"	"chr9"	35749203
"ENSG00000107186.12"	"chr9"	13105703
"ENSG00000107187.11"	"chr9"	139088096
"ENSG00000107201.5"	"chr9"	32455300
"ENSG00000107223.8"	"chr9"	139756571
"ENSG00000107242.13"	"chr9"	71320575
"ENSG00000107249.17"	"chr9"	3824127
"ENSG00000107262.12"	"chr9"	33247818
"ENSG00000107263.14"	"chr9"	134452157
"ENSG00000107281.5"	"chr9"	139933922
"ENSG00000107282.5"	"chr9"	72042446
"ENSG00000107290.9"	"chr9"	135136743
"ENSG00000107295.8"	"chr9"	17579080
"ENSG00000107317.7"	"chr9"	139871956
"ENSG00000107331.12"	"chr9"	139901686
"ENSG00000107338.8"	"chr9"	37919131
"ENSG00000107341.4"	"chr9"	33817565
"ENSG00000107362.9"	"chr9"	74477368
"ENSG00000107371.8"	"chr9"	37766975
"ENSG00000107372.8"	"chr9"	74966341
"ENSG00000107404.13"	"chr1"	1270656
"ENSG00000107438.4"	"chr10"	96997329
"ENSG00000107443.11"	"chr10"	97803151
"ENSG00000107447.4"	"chr10"	98064085
"ENSG00000107485.11"	"chr10"	8095567
"ENSG00000107518.12"	"chr10"	116853124
"ENSG00000107521.14"	"chr10"	100175955
"ENSG00000107537.9"	"chr10"	13319796
"ENSG00000107551.16"	"chr10"	45454855
"ENSG00000107554.11"	"chr10"	101635334
"ENSG00000107560.6"	"chr10"	119764427
"ENSG00000107562.12"	"chr10"	44793038
"ENSG00000107566.9"	"chr10"	101909851
"ENSG00000107581.8"	"chr10"	120794356
"ENSG00000107593.15"	"chr10"	102047903
"ENSG00000107611.10"	"chr10"	16865963
"ENSG00000107614.17"	"chr10"	17184253
"ENSG00000107618.4"	"chr10"	48381487
"ENSG00000107623.4"	"chr10"	48425815
"ENSG00000107625.8"	"chr10"	70661034
"ENSG00000107643.11"	"chr10"	49514698
"ENSG00000107651.8"	"chr10"	121652223
"ENSG00000107669.13"	"chr10"	123499939
"ENSG00000107672.10"	"chr10"	123716603
"ENSG00000107679.10"	"chr10"	124134212
"ENSG00000107719.8"	"chr10"	72238577
"ENSG00000107731.8"	"chr10"	72972327
"ENSG00000107736.15"	"chr10"	73156691
"ENSG00000107738.15"	"chr10"	73507316
"ENSG00000107742.8"	"chr10"	73818793
"ENSG00000107745.12"	"chr10"	74127098
"ENSG00000107758.11"	"chr10"	75196186
"ENSG00000107771.11"	"chr10"	86088342
"ENSG00000107779.7"	"chr10"	88516407
"ENSG00000107789.11"	"chr10"	89264632
"ENSG00000107796.8"	"chr10"	90694831
"ENSG00000107798.13"	"chr10"	90973326
"ENSG00000107807.8"	"chr10"	102889257
"ENSG00000107815.3"	"chr10"	102747124
"ENSG00000107816.13"	"chr10"	102756375
"ENSG00000107819.9"	"chr10"	102790991
"ENSG00000107821.10"	"chr10"	102821598
"ENSG00000107829.9"	"chr10"	103370423
"ENSG00000107831.8"	"chr10"	103529899
"ENSG00000107833.6"	"chr10"	103541082
"ENSG00000107854.5"	"chr10"	93558069
"ENSG00000107859.5"	"chr10"	103989943
"ENSG00000107862.4"	"chr10"	104005289
"ENSG00000107863.12"	"chr10"	24872538
"ENSG00000107864.10"	"chr10"	93806449
"ENSG00000107872.8"	"chr10"	104178946
"ENSG00000107874.6"	"chr10"	104183002
"ENSG00000107882.7"	"chr10"	104263744
"ENSG00000107890.12"	"chr10"	27280843
"ENSG00000107897.14"	"chr10"	27484146
"ENSG00000107902.9"	"chr10"	126150403
"ENSG00000107937.14"	"chr10"	1034338
"ENSG00000107938.13"	"chr10"	127408084
"ENSG00000107949.12"	"chr10"	127512115
"ENSG00000107951.8"	"chr10"	30598730
"ENSG00000107954.6"	"chr10"	105253736
"ENSG00000107957.12"	"chr10"	105348285
"ENSG00000107959.11"	"chr10"	3179920
"ENSG00000107960.6"	"chr10"	105642300
"ENSG00000107968.5"	"chr10"	30722866
"ENSG00000107984.5"	"chr10"	54074056
"ENSG00000108001.9"	"chr10"	131633547
"ENSG00000108010.7"	"chr10"	131934663
"ENSG00000108018.11"	"chr10"	108333421
"ENSG00000108021.15"	"chr10"	5726801
"ENSG00000108039.13"	"chr10"	111624524
"ENSG00000108055.9"	"chr10"	112327449
"ENSG00000108061.7"	"chr10"	112679301
"ENSG00000108064.6"	"chr10"	60144782
"ENSG00000108091.10"	"chr10"	61548521
"ENSG00000108094.10"	"chr10"	35297479
"ENSG00000108100.13"	"chr10"	35535953
"ENSG00000108106.9"	"chr19"	55912652
"ENSG00000108107.8"	"chr19"	55896713
"ENSG00000108175.12"	"chr10"	80828792
"ENSG00000108176.10"	"chr10"	69556427
"ENSG00000108179.9"	"chr10"	81107225
"ENSG00000108187.11"	"chr10"	70042417
"ENSG00000108219.10"	"chr10"	82213922
"ENSG00000108231.7"	"chr10"	95517566
"ENSG00000108239.8"	"chr10"	96162261
"ENSG00000108242.8"	"chr10"	96443251
"ENSG00000108244.12"	"chr17"	39078948
"ENSG00000108255.3"	"chr17"	27573881
"ENSG00000108256.4"	"chr17"	27582854
"ENSG00000108262.11"	"chr17"	27900487
"ENSG00000108264.12"	"chr17"	35766965
"ENSG00000108270.6"	"chr17"	35306175
"ENSG00000108272.9"	"chr17"	34948228
"ENSG00000108278.7"	"chr17"	34842473
"ENSG00000108292.12"	"chr17"	36861795
"ENSG00000108294.4"	"chr17"	36908989
"ENSG00000108296.7"	"chr17"	36956687
"ENSG00000108298.5"	"chr17"	37356536
"ENSG00000108306.7"	"chr17"	37415384
"ENSG00000108309.8"	"chr17"	42385781
"ENSG00000108312.10"	"chr17"	42282401
"ENSG00000108342.8"	"chr17"	38171614
"ENSG00000108344.10"	"chr17"	38137050
"ENSG00000108349.10"	"chr17"	38296571
"ENSG00000108352.7"	"chr17"	38333263
"ENSG00000108370.11"	"chr17"	63133549
"ENSG00000108375.8"	"chr17"	56429861
"ENSG00000108379.5"	"chr17"	44839872
"ENSG00000108381.6"	"chr17"	3375668
"ENSG00000108384.10"	"chr17"	56769934
"ENSG00000108387.10"	"chr17"	56597611
"ENSG00000108389.5"	"chr17"	56566898
"ENSG00000108395.9"	"chr17"	57059999
"ENSG00000108405.3"	"chr17"	3799886
"ENSG00000108406.5"	"chr17"	57642886
"ENSG00000108417.3"	"chr17"	39577005
"ENSG00000108423.10"	"chr17"	57936851
"ENSG00000108424.5"	"chr17"	45726842
"ENSG00000108433.11"	"chr17"	45000483
"ENSG00000108439.5"	"chr17"	46018872
"ENSG00000108443.9"	"chr17"	57970447
"ENSG00000108448.16"	"chr17"	18601311
"ENSG00000108465.10"	"chr17"	46045176
"ENSG00000108468.10"	"chr17"	46147414
"ENSG00000108469.10"	"chr17"	73622925
"ENSG00000108474.12"	"chr17"	16120505
"ENSG00000108479.7"	"chr17"	73747675
"ENSG00000108506.7"	"chr17"	59942731
"ENSG00000108509.16"	"chr17"	4871287
"ENSG00000108510.5"	"chr17"	60019966
"ENSG00000108511.8"	"chr17"	46671639
"ENSG00000108515.13"	"chr17"	4851387
"ENSG00000108518.7"	"chr17"	4848947
"ENSG00000108523.11"	"chr17"	4843303
"ENSG00000108528.9"	"chr17"	4840425
"ENSG00000108551.4"	"chr17"	17397751
"ENSG00000108556.7"	"chr17"	4801069
"ENSG00000108557.13"	"chr17"	17584787
"ENSG00000108559.7"	"chr17"	5264258
"ENSG00000108561.4"	"chr17"	5336097
"ENSG00000108576.5"	"chr17"	28521337
"ENSG00000108578.10"	"chr17"	28575218
"ENSG00000108582.7"	"chr17"	28705923
"ENSG00000108587.10"	"chr17"	28804380
"ENSG00000108588.9"	"chr17"	61822610
"ENSG00000108590.6"	"chr17"	6546635
"ENSG00000108591.5"	"chr17"	17991200
"ENSG00000108592.12"	"chr17"	61896793
"ENSG00000108599.10"	"chr17"	19807615
"ENSG00000108602.13"	"chr17"	19641297
"ENSG00000108604.11"	"chr17"	61909444
"ENSG00000108622.6"	"chr17"	62079954
"ENSG00000108639.3"	"chr17"	76164639
"ENSG00000108641.10"	"chr17"	19240867
"ENSG00000108651.5"	"chr17"	30187923
"ENSG00000108654.7"	"chr17"	62495734
"ENSG00000108666.5"	"chr17"	30651584
"ENSG00000108669.12"	"chr17"	76670130
"ENSG00000108671.5"	"chr17"	30771279
"ENSG00000108679.8"	"chr17"	76967320
"ENSG00000108684.10"	"chr17"	31340105
"ENSG00000108688.7"	"chr17"	32597240
"ENSG00000108691.5"	"chr17"	32582304
"ENSG00000108700.4"	"chr17"	32646055
"ENSG00000108702.3"	"chr17"	32687347
"ENSG00000108733.5"	"chr17"	33901814
"ENSG00000108753.8"	"chr17"	36046435
"ENSG00000108759.3"	"chr17"	39616063
"ENSG00000108771.8"	"chr17"	40253422
"ENSG00000108773.6"	"chr17"	40265126
"ENSG00000108774.10"	"chr17"	40276994
"ENSG00000108784.5"	"chr17"	40688190
"ENSG00000108786.6"	"chr17"	40701232
"ENSG00000108788.7"	"chr17"	40719086
